model,condition,task_id,task_pass_rate
gpt-3.5-turbo,reputation,HumanEval/105,1.0
gpt-3.5-turbo,reputation,HumanEval/106,0.8
gpt-3.5-turbo,reputation,HumanEval/107,0.0
gpt-3.5-turbo,reputation,HumanEval/108,0.0
gpt-3.5-turbo,reputation,HumanEval/109,0.9
gpt-3.5-turbo,reputation,HumanEval/11,1.0
gpt-3.5-turbo,reputation,HumanEval/110,0.0
gpt-3.5-turbo,reputation,HumanEval/111,0.1
gpt-3.5-turbo,reputation,HumanEval/112,1.0
gpt-3.5-turbo,reputation,HumanEval/113,0.0
gpt-3.5-turbo,reputation,HumanEval/114,1.0
gpt-3.5-turbo,reputation,HumanEval/115,0.0
gpt-3.5-turbo,reputation,HumanEval/116,1.0
gpt-3.5-turbo,reputation,HumanEval/117,1.0
gpt-3.5-turbo,reputation,HumanEval/118,0.4
gpt-3.5-turbo,reputation,HumanEval/119,0.0
gpt-3.5-turbo,reputation,HumanEval/12,1.0
gpt-3.5-turbo,reputation,HumanEval/120,0.2
gpt-3.5-turbo,reputation,HumanEval/121,0.1
gpt-3.5-turbo,reputation,HumanEval/122,0.0
gpt-3.5-turbo,reputation,HumanEval/123,0.6
gpt-3.5-turbo,reputation,HumanEval/124,0.9
gpt-3.5-turbo,reputation,HumanEval/125,0.0
gpt-3.5-turbo,reputation,HumanEval/126,0.0
gpt-3.5-turbo,reputation,HumanEval/127,0.0
gpt-3.5-turbo,reputation,HumanEval/128,0.3
gpt-3.5-turbo,reputation,HumanEval/129,0.2
gpt-3.5-turbo,reputation,HumanEval/13,0.8
gpt-3.5-turbo,reputation,HumanEval/130,0.0
gpt-3.5-turbo,reputation,HumanEval/131,0.3
gpt-3.5-turbo,reputation,HumanEval/132,0.0
gpt-3.5-turbo,reputation,HumanEval/133,0.0
gpt-3.5-turbo,reputation,HumanEval/134,0.1
gpt-3.5-turbo,reputation,HumanEval/135,0.0
gpt-3.5-turbo,reputation,HumanEval/136,1.0
gpt-3.5-turbo,reputation,HumanEval/137,0.0
gpt-3.5-turbo,reputation,HumanEval/138,0.7
gpt-3.5-turbo,reputation,HumanEval/139,1.0
gpt-3.5-turbo,reputation,HumanEval/14,1.0
gpt-3.5-turbo,reputation,HumanEval/140,0.0
gpt-3.5-turbo,reputation,HumanEval/141,0.7
gpt-3.5-turbo,reputation,HumanEval/142,1.0
gpt-3.5-turbo,reputation,HumanEval/143,0.0
gpt-3.5-turbo,reputation,HumanEval/144,1.0
gpt-3.5-turbo,reputation,HumanEval/145,0.0
gpt-3.5-turbo,reputation,HumanEval/146,1.0
gpt-3.5-turbo,reputation,HumanEval/147,1.0
gpt-3.5-turbo,reputation,HumanEval/148,1.0
gpt-3.5-turbo,reputation,HumanEval/149,1.0
gpt-3.5-turbo,reputation,HumanEval/15,1.0
gpt-3.5-turbo,reputation,HumanEval/150,0.5
gpt-3.5-turbo,reputation,HumanEval/151,0.0
gpt-3.5-turbo,reputation,HumanEval/152,1.0
gpt-3.5-turbo,reputation,HumanEval/153,0.7
gpt-3.5-turbo,reputation,HumanEval/154,0.0
gpt-3.5-turbo,reputation,HumanEval/155,0.9
gpt-3.5-turbo,reputation,HumanEval/156,1.0
gpt-3.5-turbo,reputation,HumanEval/157,1.0
gpt-3.5-turbo,reputation,HumanEval/158,1.0
gpt-3.5-turbo,reputation,HumanEval/159,0.3
gpt-3.5-turbo,reputation,HumanEval/16,1.0
gpt-3.5-turbo,reputation,HumanEval/160,0.0
gpt-3.5-turbo,reputation,HumanEval/161,0.8
gpt-3.5-turbo,reputation,HumanEval/162,0.0
gpt-3.5-turbo,reputation,HumanEval/163,0.0
gpt-3.5-turbo,reputation,HumanEval/17,1.0
gpt-3.5-turbo,reputation,HumanEval/18,0.9
gpt-3.5-turbo,reputation,HumanEval/19,1.0
gpt-3.5-turbo,reputation,HumanEval/2,1.0
gpt-3.5-turbo,reputation,HumanEval/20,1.0
gpt-3.5-turbo,reputation,HumanEval/21,1.0
gpt-3.5-turbo,reputation,HumanEval/22,1.0
gpt-3.5-turbo,reputation,HumanEval/23,1.0
gpt-3.5-turbo,reputation,HumanEval/24,0.2
gpt-3.5-turbo,reputation,HumanEval/25,1.0
gpt-3.5-turbo,reputation,HumanEval/26,0.0
gpt-3.5-turbo,reputation,HumanEval/27,1.0
gpt-3.5-turbo,reputation,HumanEval/28,0.0
gpt-3.5-turbo,reputation,HumanEval/29,1.0
gpt-3.5-turbo,reputation,HumanEval/3,0.0
gpt-3.5-turbo,reputation,HumanEval/30,0.8
gpt-3.5-turbo,reputation,HumanEval/31,1.0
gpt-3.5-turbo,reputation,HumanEval/32,0.0
gpt-3.5-turbo,reputation,HumanEval/33,0.5
gpt-3.5-turbo,reputation,HumanEval/34,1.0
gpt-3.5-turbo,reputation,HumanEval/35,1.0
gpt-3.5-turbo,reputation,HumanEval/36,0.0
gpt-3.5-turbo,reputation,HumanEval/37,0.6
gpt-3.5-turbo,reputation,HumanEval/38,0.9
gpt-3.5-turbo,reputation,HumanEval/39,0.0
gpt-3.5-turbo,reputation,HumanEval/4,0.8
gpt-3.5-turbo,reputation,HumanEval/40,1.0
gpt-3.5-turbo,reputation,HumanEval/41,0.4
gpt-3.5-turbo,reputation,HumanEval/42,0.8
gpt-3.5-turbo,reputation,HumanEval/43,0.9
gpt-3.5-turbo,reputation,HumanEval/44,0.8
gpt-3.5-turbo,reputation,HumanEval/45,0.8
gpt-3.5-turbo,reputation,HumanEval/46,0.9
gpt-3.5-turbo,reputation,HumanEval/47,0.9
gpt-3.5-turbo,reputation,HumanEval/48,1.0
gpt-3.5-turbo,reputation,HumanEval/49,1.0
gpt-3.5-turbo,reputation,HumanEval/5,0.1
gpt-3.5-turbo,reputation,HumanEval/50,0.9
gpt-3.5-turbo,reputation,HumanEval/51,1.0
gpt-3.5-turbo,reputation,HumanEval/52,1.0
gpt-3.5-turbo,reputation,HumanEval/53,1.0
gpt-3.5-turbo,reputation,HumanEval/54,0.1
gpt-3.5-turbo,reputation,HumanEval/55,0.8
gpt-3.5-turbo,reputation,HumanEval/56,0.0
gpt-3.5-turbo,reputation,HumanEval/57,0.8
gpt-3.5-turbo,reputation,HumanEval/58,0.7
gpt-3.5-turbo,reputation,HumanEval/59,1.0
gpt-3.5-turbo,reputation,HumanEval/6,0.0
gpt-3.5-turbo,reputation,HumanEval/60,1.0
gpt-3.5-turbo,reputation,HumanEval/61,0.0
gpt-3.5-turbo,reputation,HumanEval/62,1.0
gpt-3.5-turbo,reputation,HumanEval/63,0.6
gpt-3.5-turbo,reputation,HumanEval/64,0.3
gpt-3.5-turbo,reputation,HumanEval/65,0.6
gpt-3.5-turbo,reputation,HumanEval/66,0.5
gpt-3.5-turbo,reputation,HumanEval/67,0.0
gpt-3.5-turbo,reputation,HumanEval/68,1.0
gpt-3.5-turbo,reputation,HumanEval/69,0.1
gpt-3.5-turbo,reputation,HumanEval/7,1.0
gpt-3.5-turbo,reputation,HumanEval/70,1.0
gpt-3.5-turbo,reputation,HumanEval/71,1.0
gpt-3.5-turbo,reputation,HumanEval/72,0.9
gpt-3.5-turbo,reputation,HumanEval/73,1.0
gpt-3.5-turbo,reputation,HumanEval/74,0.4
gpt-3.5-turbo,reputation,HumanEval/75,0.0
gpt-3.5-turbo,reputation,HumanEval/76,0.2
gpt-3.5-turbo,reputation,HumanEval/77,0.0
gpt-3.5-turbo,reputation,HumanEval/78,0.0
gpt-3.5-turbo,reputation,HumanEval/79,0.2
gpt-3.5-turbo,reputation,HumanEval/8,0.7
gpt-3.5-turbo,reputation,HumanEval/80,0.0
gpt-3.5-turbo,reputation,HumanEval/81,0.2
gpt-3.5-turbo,reputation,HumanEval/82,0.0
gpt-3.5-turbo,reputation,HumanEval/83,0.0
gpt-3.5-turbo,reputation,HumanEval/84,0.0
gpt-3.5-turbo,reputation,HumanEval/85,0.0
gpt-3.5-turbo,reputation,HumanEval/86,0.1
gpt-3.5-turbo,reputation,HumanEval/87,0.0
gpt-3.5-turbo,reputation,HumanEval/88,0.0
gpt-3.5-turbo,reputation,HumanEval/89,0.0
gpt-3.5-turbo,reputation,HumanEval/9,1.0
gpt-3.5-turbo,reputation,HumanEval/90,0.5
gpt-3.5-turbo,reputation,HumanEval/91,0.0
gpt-3.5-turbo,reputation,HumanEval/92,1.0
gpt-3.5-turbo,reputation,HumanEval/93,0.1
gpt-3.5-turbo,reputation,HumanEval/94,0.0
gpt-3.5-turbo,reputation,HumanEval/95,0.0
gpt-3.5-turbo,reputation,HumanEval/96,0.0
gpt-3.5-turbo,reputation,HumanEval/97,0.0
gpt-3.5-turbo,reputation,HumanEval/98,1.0
gpt-3.5-turbo,reputation,HumanEval/99,1.0
gpt-3.5-turbo,speed,HumanEval/0,0.0
gpt-3.5-turbo,speed,HumanEval/1,0.0
gpt-3.5-turbo,speed,HumanEval/10,0.0
gpt-3.5-turbo,speed,HumanEval/100,0.0
gpt-3.5-turbo,speed,HumanEval/101,1.0
gpt-3.5-turbo,speed,HumanEval/102,1.0
gpt-3.5-turbo,speed,HumanEval/103,0.0
gpt-3.5-turbo,speed,HumanEval/104,1.0
gpt-3.5-turbo,speed,HumanEval/105,1.0
gpt-3.5-turbo,speed,HumanEval/106,0.2
gpt-3.5-turbo,speed,HumanEval/107,0.8
gpt-3.5-turbo,speed,HumanEval/108,0.0
gpt-3.5-turbo,speed,HumanEval/109,0.2
gpt-3.5-turbo,speed,HumanEval/11,0.3
gpt-3.5-turbo,speed,HumanEval/110,0.0
gpt-3.5-turbo,speed,HumanEval/111,0.1
gpt-3.5-turbo,speed,HumanEval/112,0.5
gpt-3.5-turbo,speed,HumanEval/113,0.0
gpt-3.5-turbo,speed,HumanEval/114,1.0
gpt-3.5-turbo,speed,HumanEval/115,0.0
gpt-3.5-turbo,speed,HumanEval/116,0.6
gpt-3.5-turbo,speed,HumanEval/117,1.0
gpt-3.5-turbo,speed,HumanEval/118,0.3
gpt-3.5-turbo,speed,HumanEval/119,0.0
gpt-3.5-turbo,speed,HumanEval/12,0.3
gpt-3.5-turbo,speed,HumanEval/120,0.0
gpt-3.5-turbo,speed,HumanEval/121,0.0
gpt-3.5-turbo,speed,HumanEval/122,0.0
gpt-3.5-turbo,speed,HumanEval/123,0.3
gpt-3.5-turbo,speed,HumanEval/124,0.6
gpt-3.5-turbo,speed,HumanEval/125,0.0
gpt-3.5-turbo,speed,HumanEval/126,0.0
gpt-3.5-turbo,speed,HumanEval/127,0.0
gpt-3.5-turbo,speed,HumanEval/128,0.0
gpt-3.5-turbo,speed,HumanEval/129,0.2
gpt-3.5-turbo,speed,HumanEval/13,0.1
gpt-3.5-turbo,speed,HumanEval/130,0.0
gpt-3.5-turbo,speed,HumanEval/131,0.1
gpt-3.5-turbo,speed,HumanEval/132,0.0
gpt-3.5-turbo,speed,HumanEval/133,0.0
gpt-3.5-turbo,speed,HumanEval/134,0.1
gpt-3.5-turbo,speed,HumanEval/135,0.0
gpt-3.5-turbo,speed,HumanEval/136,0.4
gpt-3.5-turbo,speed,HumanEval/137,0.0
gpt-3.5-turbo,speed,HumanEval/138,0.2
gpt-3.5-turbo,speed,HumanEval/139,0.4
gpt-3.5-turbo,speed,HumanEval/14,0.0
gpt-3.5-turbo,speed,HumanEval/140,0.0
gpt-3.5-turbo,speed,HumanEval/141,0.1
gpt-3.5-turbo,speed,HumanEval/142,1.0
gpt-3.5-turbo,speed,HumanEval/143,0.6
gpt-3.5-turbo,speed,HumanEval/144,0.6
gpt-3.5-turbo,speed,HumanEval/145,0.0
gpt-3.5-turbo,speed,HumanEval/146,1.0
gpt-3.5-turbo,speed,HumanEval/147,0.0
gpt-3.5-turbo,speed,HumanEval/148,0.9
gpt-3.5-turbo,speed,HumanEval/149,0.0
gpt-3.5-turbo,speed,HumanEval/15,0.0
gpt-3.5-turbo,speed,HumanEval/150,0.6
gpt-3.5-turbo,speed,HumanEval/151,0.0
gpt-3.5-turbo,speed,HumanEval/152,0.9
gpt-3.5-turbo,speed,HumanEval/153,0.0
gpt-3.5-turbo,speed,HumanEval/154,0.0
gpt-3.5-turbo,speed,HumanEval/155,0.1
gpt-3.5-turbo,speed,HumanEval/156,0.1
gpt-3.5-turbo,speed,HumanEval/157,0.0
gpt-3.5-turbo,speed,HumanEval/158,0.1
gpt-3.5-turbo,speed,HumanEval/159,0.6
gpt-3.5-turbo,speed,HumanEval/16,0.0
gpt-3.5-turbo,speed,HumanEval/160,0.3
gpt-3.5-turbo,speed,HumanEval/161,0.6
gpt-3.5-turbo,speed,HumanEval/162,0.0
gpt-3.5-turbo,speed,HumanEval/163,0.0
gpt-3.5-turbo,speed,HumanEval/17,0.0
gpt-3.5-turbo,speed,HumanEval/18,0.0
gpt-3.5-turbo,speed,HumanEval/19,0.2
gpt-3.5-turbo,speed,HumanEval/2,0.0
gpt-3.5-turbo,speed,HumanEval/20,0.0
gpt-3.5-turbo,speed,HumanEval/21,0.0
gpt-3.5-turbo,speed,HumanEval/22,0.0
gpt-3.5-turbo,speed,HumanEval/23,0.2
gpt-3.5-turbo,speed,HumanEval/24,0.5
gpt-3.5-turbo,speed,HumanEval/25,0.0
gpt-3.5-turbo,speed,HumanEval/26,0.0
gpt-3.5-turbo,speed,HumanEval/27,0.0
gpt-3.5-turbo,speed,HumanEval/28,0.1
gpt-3.5-turbo,speed,HumanEval/29,0.0
gpt-3.5-turbo,speed,HumanEval/3,0.1
gpt-3.5-turbo,speed,HumanEval/30,0.1
gpt-3.5-turbo,speed,HumanEval/31,1.0
gpt-3.5-turbo,speed,HumanEval/32,0.0
gpt-3.5-turbo,speed,HumanEval/33,0.0
gpt-3.5-turbo,speed,HumanEval/34,0.0
gpt-3.5-turbo,speed,HumanEval/35,0.0
gpt-3.5-turbo,speed,HumanEval/36,0.4
gpt-3.5-turbo,speed,HumanEval/37,0.0
gpt-3.5-turbo,speed,HumanEval/38,0.0
gpt-3.5-turbo,speed,HumanEval/39,0.0
gpt-3.5-turbo,speed,HumanEval/4,0.4
gpt-3.5-turbo,speed,HumanEval/40,0.0
gpt-3.5-turbo,speed,HumanEval/41,0.0
gpt-3.5-turbo,speed,HumanEval/42,0.0
gpt-3.5-turbo,speed,HumanEval/43,0.1
gpt-3.5-turbo,speed,HumanEval/44,0.0
gpt-3.5-turbo,speed,HumanEval/45,0.0
gpt-3.5-turbo,speed,HumanEval/46,0.2
gpt-3.5-turbo,speed,HumanEval/47,0.0
gpt-3.5-turbo,speed,HumanEval/48,0.0
gpt-3.5-turbo,speed,HumanEval/49,0.9
gpt-3.5-turbo,speed,HumanEval/5,0.0
gpt-3.5-turbo,speed,HumanEval/50,0.0
gpt-3.5-turbo,speed,HumanEval/51,0.0
gpt-3.5-turbo,speed,HumanEval/52,0.0
gpt-3.5-turbo,speed,HumanEval/53,0.2
gpt-3.5-turbo,speed,HumanEval/54,0.0
gpt-3.5-turbo,speed,HumanEval/55,0.0
gpt-3.5-turbo,speed,HumanEval/56,0.0
gpt-3.5-turbo,speed,HumanEval/57,0.0
gpt-3.5-turbo,speed,HumanEval/58,0.0
gpt-3.5-turbo,speed,HumanEval/59,0.8
gpt-3.5-turbo,speed,HumanEval/6,0.0
gpt-3.5-turbo,speed,HumanEval/60,0.4
gpt-3.5-turbo,speed,HumanEval/61,0.0
gpt-3.5-turbo,speed,HumanEval/62,0.5
gpt-3.5-turbo,speed,HumanEval/63,0.8
gpt-3.5-turbo,speed,HumanEval/64,0.0
gpt-3.5-turbo,speed,HumanEval/65,0.0
gpt-3.5-turbo,speed,HumanEval/66,0.6
gpt-3.5-turbo,speed,HumanEval/67,0.0
gpt-3.5-turbo,speed,HumanEval/68,0.7
gpt-3.5-turbo,speed,HumanEval/69,0.7
gpt-3.5-turbo,speed,HumanEval/7,0.0
gpt-3.5-turbo,speed,HumanEval/70,0.0
gpt-3.5-turbo,speed,HumanEval/71,0.5
gpt-3.5-turbo,speed,HumanEval/72,1.0
gpt-3.5-turbo,speed,HumanEval/73,0.9
gpt-3.5-turbo,speed,HumanEval/74,1.0
gpt-3.5-turbo,speed,HumanEval/75,0.0
gpt-3.5-turbo,speed,HumanEval/76,0.6
gpt-3.5-turbo,speed,HumanEval/77,0.0
gpt-3.5-turbo,speed,HumanEval/78,0.8
gpt-3.5-turbo,speed,HumanEval/79,0.4
gpt-3.5-turbo,speed,HumanEval/8,0.0
gpt-3.5-turbo,speed,HumanEval/80,0.1
gpt-3.5-turbo,speed,HumanEval/81,0.0
gpt-3.5-turbo,speed,HumanEval/82,0.0
gpt-3.5-turbo,speed,HumanEval/83,0.0
gpt-3.5-turbo,speed,HumanEval/84,0.0
gpt-3.5-turbo,speed,HumanEval/85,0.0
gpt-3.5-turbo,speed,HumanEval/86,0.0
gpt-3.5-turbo,speed,HumanEval/87,0.0
gpt-3.5-turbo,speed,HumanEval/88,0.0
gpt-3.5-turbo,speed,HumanEval/89,0.0
gpt-3.5-turbo,speed,HumanEval/9,0.0
gpt-3.5-turbo,speed,HumanEval/90,0.1
gpt-3.5-turbo,speed,HumanEval/91,0.0
gpt-3.5-turbo,speed,HumanEval/92,0.9
gpt-3.5-turbo,speed,HumanEval/93,0.0
gpt-3.5-turbo,speed,HumanEval/94,0.7
gpt-3.5-turbo,speed,HumanEval/95,0.1
gpt-3.5-turbo,speed,HumanEval/96,0.2
gpt-3.5-turbo,speed,HumanEval/97,0.6
gpt-3.5-turbo,speed,HumanEval/98,1.0
gpt-3.5-turbo,speed,HumanEval/99,0.0
